Message,Label
tot u outside co darren say u come shopping course nice wat jus went sim lim look mp3 player,0
ok many buy,0
work mon thurs sat cant leh booked liao day u free,0
waking 4 afternoon sup,0
home watching tv lor,0
yeah work fine started last week stuff dull easy guy fun,0
sir waiting mail,0
type stuff sing,0
sun anti sleep medicine,0
ok found dis pierre cardin one look normal cost 20 sale,0
sorry cant take call right happens r 2waxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance,0
christmas occasion celebrated reflection ur value desire affection amp tradition ideal christmas,0
good trip watch remember get back must decide easter,0
meh thgt clash really ah dun mind dun seen lost weight gee,0
first strike red one bird antelope begin toplay fieldof selfindependence believe flower contention grow random,0
know complain num bettr directly go bsnl offc nd apply,0
tell said eat shit,0
oh ho first time u use type word,0
ok prob,0
hmm bit piece lol sigh,0
good morning im suffering fever dysentry able come office today,0
house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office,0
come karnan car please wait till 6pm directly goto doctor,0
u come n search tat vid finishd,0
tell pa pain de,0
u secret admirer reveal think u r special call 09065174042 opt reply reveal stop 1 50 per msg recd cust care 07821230901,1
tell bad character u dnt lik try change lt gt add tat 2 new year resolution waiting ur reply frank good morning,0
like made throw smoking friend car one time awesome,0
wat make u thk fall actually thk quite prone 2 fall lucky dad home ask come n fetch already,0
good swimsuit allowed,0
ur physic get,0
see thought,0
dont knw pa drink milk,0
fine good hear dear happy new year oh,0
good afternoon love go day sleep hope well boytoy think,0
hi wk ok hols yes bit run forgot hairdresser appointment four need get home n shower beforehand cause prob u,0
yeah fine 6 get ok,0
urgent mobile number 2000 bonus caller prize 10 06 03 2nd attempt reach call 09066368753 asap box 97n7qp 150ppm,1
ok least armand still around,0
ew one,0
go n buy juz buy get lar,0
hows champ leaving glasgow,0
frens go lor alone wif mum n si lor,0
u calling right call hand phone,0
de call time ill tell k,0
update face book status frequently,0
whats staff name taking class u,0
yeah thought lemme know anything goin later,0
oh god taken teeth paining,0
excellent thought misundrstud frnd knw u hate bt day wen u knw truth u hate urself gn,0
id onluy matter getting offcampus,0
nobody name penis girl name story add,0
prashanthettan mother passed away last night pray family,0
nah man car meant crammed full people,0
alrite hunny wot u 2 2nite didnt end goin town jus da pub instead jus chillin da mo bedroom love jen xxx,0
u call,0
mum went 2 dentist,0
hiya sorry hav signal seen heard neither unusual put case get sort hug snogs,0
get free mobile video player free movie collect text go 89105 free extra film ordered c apply 18 yr,1
free message activate 500 free text message replying message word free term condition visit www 07781482378 com,1
enjoy shower possessiveness poured u ur loved one bcoz world lie golden gift loved truly,0
meet lobby,0
yup izzit still raining heavily co e mrt c outside,0
know week going tirunelvai da,0
im inperialmusic listening2the weirdest track ever leafcutter john sound like insect molested someone plumbing remixed evil men acid,0
wil lt gt minute got space,0
sweet well princess please tell like dislike bed,0
hey u fancy meetin 4 cha hav lil beverage txt ring meet l8r quite tired got 3 v pist love pete x x x,0
ü v fan,0
bear pic nick tom pete dick fact type try gay chat photo upload call 08718730666 10p min 2 stop text call 08712460324,1
ok cool see ya,0
nope forgot show next week,0
oh phone phoned disconnected,0
friendship game play word say start march end may tomorrow yesterday today e,0
haha sound crazy dunno tahan anot,0
k sure relative home sm de pls,0
ok come home vl nice meet v chat,0
going bed prin,0
generally one uncountable noun u dictionary piece research,0
wil reach,0
got video tape pple type message lor u free wan 2 help hee co noe u wan 2 watch infernal affair ask u along asking shuhui oso,0
6times,0
call germany 1 penny per minute call fixed line via access number 0844 861 85 85 prepayment direct access,1
oh yeah hav great time newquay send postcard 1 look girl im gone u know 1im talkin bout xx,0
cutest girl world,0
gettin bit arty collage mo well tryin 2 ne way got roast min lovely shall enjoy,0
know dat feelin pete wuld get em nuther place nuther time mayb,0
unique user id 1172 removal send stop 87239 customer service 08708034412,1
got fujitsu ibm hp toshiba got lot model say,0
stuff sell tell,0
world famamus,0
get 3 unless guy want come time sooner,0
went ganesh dress shop,0
u missed u havent 2 much bit bored holiday want 2 go bak 2 college sad isnt xx,0
hot live fantasy call 08707500020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,1
1st wk free gr8 tone str8 2 u wk txt nokia 8007 classic nokia tone hit 8007 polys nokia 150p poly 200p 16,1
please charge mobile get morning,0
garbage bag egg jam bread hannaford wheat chex,0
free entry gr8prizes wkly comp 4 chance win latest nokia 8800 psp 250 cash every wk txt great 80878 http www gr8prizes com 08715705022,1
let know kick,0
4mths half price orange line rental latest camera phone 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt c,1
send resume,0
sorry call later,0
said ü dun haf passport smth like dat ü juz send email account,0
u today,0
hey company elama po mudyadhu,0
dont pick call something important tell hrishi,0
rose need water season need change poet need imagination phone need ur sm need ur lovely frndship forever,0
texted finished long time ago showered er ything,0
85233 free ringtone reply real,1
alrite,0
jesus armand really trying tell everybody find,0
must sit around wait summer day celebrate magical sight world dressed white oooooh let snow,0
congratulation ur awarded either 500 cd gift voucher free entry 2 100 weekly draw txt music 87066 tncs www ldew com 1 win150ppmx3age16,1
2mro coming gym machan goodnight,0
pick rayan macleran,0
free entry 2 wkly comp win fa cup final tkts 21st may 2005 text fa 87121 receive entry question std txt rate c apply 08452810075over18,1
feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day,0
got lousy sleep kept waking every 2 hour see cat wanted come worry cold,0
come online today night,0
jus finish lunch way home lor tot u dun wan 2 stay sch today,0
january male sale hot gay chat cheaper call 08709222922 national rate 1 5p min cheap 7 8p min peak stop text call 08712460324 10p min,1
goin workout lor muz lose e fat,0
sorry de went shop,0
ujhhhhhhh computer shipped address sandiago parantella lane wtf poop,0
nope juz work,0
u wake already wat u u picking u later rite taking sq825 reaching ard 7 smth 8 like dat u check e arrival time c ya soon,0
sir need velusamy sir date birth company bank facility detail,0
hi dude hw r u da realy mising u today,0
oops phone died even know yeah like better,0
neft transaction reference number lt gt r lt decimal gt credited beneficiary account lt gt lt time gt lt gt,0
please dont say like hi hi hi,0
dont think turn like randomlly within 5min opening,0
hey gal u wanna meet 4 dinner nìte,0
use soc use home ü dunno 2 type word ar,0
free ringtone waiting collected simply text password mix 85069 verify get usher britney fml po box 5249 mk17 92h 450ppw 16,1
cool breeze bright sun fresh flower twittering bird waiting wish u goodmorning amp nice day,0
schedule next week town weekend,0
party place usf charge contribute way greatly appreciated yeah got room one,0
ard 515 like dat,0
freemsg today day ready horny live town love sex fun game netcollex ltd 08700621170150p per msg reply stop end,1
freemsg awarded free mini digital camera reply snap collect prize quizclub opt stop 80122300p wk sp rwm ph 08704050406,1
aaooooright work,0
hey mr whats name bill brison book one language word,0
good wondering wont say hi smiling coping long distance,0
well still bit left guy want tonight,0
free 1st week no1 nokia tone 4 ur mobile every week txt nokia 8077 get txting tell ur mate www getzed co uk pobox 36504 w45wq 16 norm150p tone,1
ee msg na poortiyagi odalebeku hanumanji 7 name 1 hanuman 2 bajarangabali 3 maruti 4 pavanaputra 5 sankatmochan 6 ramaduth 7 mahaveer ee 7 name lt gt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde 1 dodda problum nalli siguviri idu matra lt gt true neglet,0
reached already,0
december mobile 11mths entitled update latest colour camera mobile free call mobile update co free 08002986906,1
ok wahala remember friend need,0
boy sweet word left morning sigh go day love start studying,0
actually decided hungry left yet v,0
oh fuck juswoke bed boatin dock slept wid 25 year old spinout giv u da gossip l8r xxx,0
lol different go trying find every real life photo ever took,0
done c ü,0
yes outside like 2 hour called whole family wake cause started 1,0
yo guess dropped,0
unique enough find 30th august www areyouunique co uk,1
hi hope u get txt journey hasnt gd 50 min late think,0
sent lt gt buck,0
hmv bonus special 500 pound genuine hmv voucher answer 4 easy question play send hmv 86688 info www 100percent real com,1
whole car appreciated last two dad map reading semi argument apart thing going ok p,0
please leave topic sorry telling,0
sunshine hols claim ur med holiday send stamped self address envelope drink u uk po box 113 bray wicklow eire quiz start saturday unsub stop,1
wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem,0
table occupied waiting tree,0
simple arithmetic percentage,0
abeg make profit start using get sponsor next event,0
u studying sch going home anyway b going 2 sch later,0
